date,nav,benchmark_nav
2022-02-15,20301.8531,14341.8574
2022-02-16,20420.8118,14357.9283
2022-02-17,20361.5409,14051.2274
2022-02-18,20464.8291,13960.2429
2022-02-22,20155.0339,13810.4250
2022-02-23,19805.4164,13565.4478
2022-02-24,19781.3604,13769.5948
2022-02-25,20400.6749,14073.4085
2022-02-28,20368.7090,14037.4010
2022-03-01,20385.1898,13823.6076
2022-03-02,21079.3894,14077.9109
2022-03-03,21248.4605,14007.8230
2022-03-04,21199.3524,13894.0147
2022-03-07,20721.7761,13484.4322
2022-03-08,20524.3203,13382.1965
2022-03-09,20763.6766,13740.9830
2022-03-10,20840.1981,13678.9358
2022-03-11,20709.3586,13505.0054
2022-03-14,20550.7288,13406.3069
2022-03-15,20779.9305,13701.1180
2022-03-16,20914.7604,14004.9286
2022-03-17,21141.2274,14180.1455
2022-03-18,21208.1717,14335.4559
2022-03-21,21384.2110,14331.2656
2022-03-22,21531.8202,14498.9588
2022-03-23,19588.5566,14312.2379
2022-03-24,20005.7861,14527.9824
2022-03-25,19906.5810,14598.9324
2022-03-28,19616.8428,14702.7771
2022-03-29,19677.3911,14884.6618
2022-03-30,19633.4133,14792.7506
2022-03-31,19728.9244,14565.0726
2022-04-01,19774.5746,14606.3511
2022-04-04,19825.5453,14731.4782
2022-04-05,19349.4377,14545.4001
2022-04-06,19116.5631,14399.9545
2022-04-07,19104.8542,14472.5156
2022-04-08,18866.9639,14433.8164
2022-04-11,18724.9697,14187.1097
2022-04-12,18678.6753,14134.5446
2022-04-13,18939.8803,14296.4333
2022-04-14,18826.6947,14118.4207
2022-04-18,18904.7618,14124.2242
2022-04-19,19430.9199,14352.2288
2022-04-20,19640.7543,14341.5829
2022-04-21,19342.5050,14127.1280
2022-04-22,18896.7446,13739.4906
2022-04-25,18903.7799,13819.1468
2022-04-26,18280.1606,13418.9321
2022-04-27,18117.4639,13456.6619
2022-04-28,18560.1193,13796.5715
2022-04-29,18069.7332,13286.7087
2022-05-02,18134.8298,13366.6884
2022-05-03,18279.8221,13427.9607
2022-05-04,18403.6285,13836.8807
2022-05-05,17831.3287,13345.0803
2022-05-06,17690.6560,13265.4272
2022-05-09,17263.1302,12840.7016
2022-05-10,17224.2791,12870.3732
2022-05-11,16943.7446,12665.9111
2022-05-12,17065.3994,12652.6900
2022-05-13,17502.5670,12955.1881
2022-05-16,17540.3985,12902.6199
2022-05-17,17997.8409,13168.0329
2022-05-18,17554.7325,12637.2079
2022-05-19,17363.2340,12559.8085
2022-05-20,17302.8816,12565.2916
2022-05-23,17450.1092,12800.3904
2022-05-24,17339.0274,12702.6737
